Building Name,City,Height,Floors,Completion,Material,Use,Country
Huanghe River Center Building,Dongguan (CN),230,62,2009,concrete,office,China
Fortune Plaza,Urumqi (CN),230,56,2008,composite,residential / office,China
Rongchao Headquarters Tower,Shenzhen (CN),230,54,2017,concrete,office,China
Regal Palace Hotel,Dongguan (CN),230,53,2007,,hotel,China
International Air Service Center Tower 1,Shanghai (CN),230,52,2020,composite,office,China
New Victory Hotel Tower,Lanzhou (CN),230,51,2015,concrete,hotel,China
China Merchants Bank Tower,Nanjing (CN),230,48,2017,composite,office,China
Westin Hotel,Changsha (CN),230,46,2018,concrete,hotel,China
International Fortune Plaza Tower A,Suzhou (CN),230,44,2016,composite,office,China
Taiyuan Sea La Cite Tower A,Taiyuan (CN),230,-,2019,composite,office,China
Taiyuan Sea La Cite Tower B,Taiyuan (CN),230,-,2019,composite,office,China
Wanxiang City Tower 1,Hangzhou (CN),229.9,50,2015,composite,hotel / office / retail,China
LOHAS Park Malibu Tower 1,Hong Kong (CN),229,66,2019,concrete,residential,China
Lanzhou Center Office Tower,Lanzhou (CN),229,40,2017,concrete,office,China
North Yoker Plaza Tower A,Shenyang (CN),228.9,45,2016,composite,office,China
One Taikoo Place,Hong Kong (CN),228.6,48,2018,concrete,office,China
Plaza 66 Tower 2,Shanghai (CN),228.2,46,2006,concrete,office,China
KWG International Plaza,Nanning (CN),228.1,50,2018,composite,office,China
Bofu International Plaza Office Tower,Changsha (CN),228,60,2014,composite,office,China
Kaina Business Plaza,Changzhou (CN),228,56,2010,concrete,hotel / office,China
Kempinski Hotel,Guiyang (CN),228,53,2011,concrete,hotel,China
COSCO Tower,Hong Kong (CN),228,52,1997,concrete,office,China
Dalian Dingsen Center North Tower,Dalian (CN),228,52,2016,composite,residential / hotel,China
Dalian Dingsen Center South Tower,Dalian (CN),228,52,2016,composite,office,China
Shaanxi Information Mansion,Xi’an (CN),228,51,2006,concrete,office,China
Huizhong Development Center Tower B,Changsha (CN),228,50,2020,concrete,hotel / office,China
Shanglong Building,Shenzhen (CN),228,50,2004,concrete,residential / hotel / office,China
Shenzhen Guosen Securities Tower,Shenzhen (CN),228,50,2019,composite,office,China
Taiping Finance Tower,Shenzhen (CN),228,48,2014,composite,office,China
CITIC Plaza,Shanghai (CN),228,47,2010,composite,office,China
Huizhong Development Center Tower A,Changsha (CN),228,47,2020,concrete,office,China
Kingold Century,Guangzhou (CN),228,47,2016,composite,serviced apartments / office,China
New York New York,Chongqing (CN),228,46,2004,concrete,office / retail,China
Wuhan Euro-Asia Plaza Office Building,Wuhan (CN),228,45,2017,,office,China
Changchenghui Tower 1,Wuhan (CN),228,43,2016,composite,office / retail,China
Ningbo International Trade Center,Ningbo (CN),228,42,2010,concrete,office / retail,China
China City B1,Wuhan (CN),227.7,51,2016,,office,China
Wanbo Tianhe Shopping Center Tower C,Guangzhou (CN),227.7,40,2018,composite,office / retail,China
LOHAS Park Malibu Tower 2,Hong Kong (CN),227,65,2019,concrete,residential,China
Dawangjing 618 Tower 1,Beijing (CN),227,53,2018,composite,residential,China
The Belcher's Tower 5,Hong Kong (CN),226.7,61,2001,concrete,residential,China
The Belcher's Tower 6,Hong Kong (CN),226.7,61,2001,concrete,residential,China
Bank of China Tower,Shanghai (CN),226.1,53,2000,,office,China
Pullman Shanghai Skyway Hotel,Shanghai (CN),226,52,2007,concrete,residential / hotel,China
Wyndham Centre,Chongqing (CN),226,48,2016,concrete,hotel / office / retail,China
Changchun International Finance Center Tower 1,Changchun (CN),226,47,2020,steel,office,China
Agricultural Science and Technology International Center,Harbin (CN),226,43,2014,composite,office,China
Hangyang Sino Plaza 2,Nanning (CN),225.7,50,2018,composite,hotel / retail,China
Suning Plaza Tower 2,Zhenjiang (CN),225,62,2018,composite,residential / retail,China
Yunzhong Tower 1,Nanchang (CN),225,51,2016,composite,office,China
Yunzhong Tower 2,Nanchang (CN),225,51,2016,composite,office,China
Coastal Center,Shenzhen (CN),225,46,2017,composite,office,China
Jinlitong Financial Center Tower 1,Shenzhen (CN),225,46,2018,concrete,office,China
Jinlitong Financial Center Tower 2,Shenzhen (CN),225,46,2018,concrete,office,China
UNI-Center Tower A,Shenzhen (CN),225,46,2017,concrete,office,China
Wuhan International Trade Center B,Wuhan (CN),225,45,2018,composite,hotel / office / retail,China
Shenyang New World Center Tower C,Shenyang (CN),224.4,57,2017,concrete,serviced apartments,China
Phase III Townhouse Tower,Changsha (CN),224.3,65,2016,concrete,residential,China
Wuhan Hengda Riverside Center 1#,Wuhan (CN),224.1,58,2017,,office,China
China Resources Building,Chongqing (CN),223.7,44,2016,concrete,office / retail,China
Evergrande Liberation Monument Centre Tower 1,Chongqing (CN),223.1,53,2018,concrete,hotel / office / retail,China
Victory Plaza Tower A,Guangzhou (CN),223,54,2007,concrete,office,China
Farglory International Plaza,Qingdao (CN),223,42,2011,steel/concrete,hotel / residential / office,China
World Finance Center Tower A,Shenzhen (CN),222.4,54,2003,,office,China
Optical Valley New World Center A,Wuhan (CN),222.1,44,2017,composite,office,China
Tianxi Twin Towers 1,Chengdu (CN),222,65,2017,composite,residential,China
Tianxi Twin Towers 2,Chengdu (CN),222,65,2017,composite,residential,China
Hopewell Centre,Hong Kong (CN),222,64,1981,concrete,office,China
Chang-Gu World Trade Center,Kaohsiung (CN),222,50,1992,composite,office,China
Raffles Square Tower,Shanghai (CN),222,49,2003,concrete,office,China
CSSD Plaza,Suzhou (CN),222,47,2015,composite,office,China
Kerry Center,Nanchang (CN),222,45,2016,composite,office,China
Liyuan Skyline City,Nanning (CN),221.9,57,2013,composite,office,China
Suzhou Center Plaza 1,Suzhou (CN),221.6,56,2017,concrete,serviced apartments,China
The Belcher's Tower 1,Hong Kong (CN),220.6,63,2000,concrete,residential,China
The Belcher's Tower 2,Hong Kong (CN),220.6,63,2000,concrete,residential,China
Kempinski Hotel Chongqing,Chongqing (CN),220.5,54,2012,composite,residential / hotel,China
Landscape-Brilliant Center,Hefei (CN),220.5,50,2017,composite,office,China
Nanyou Tower 1,Shenzhen (CN),220.2,-,2018,composite,office / retail,China
Nanyou Tower 2,Shenzhen (CN),220.2,-,2018,composite,office / retail,China
Park Lane Manor 5,Nanning (CN),220,60,2016,concrete,residential,China
Park Lane Manor 6,Nanning (CN),220,60,2016,concrete,residential,China
Tianfu IFC 1,Chengdu (CN),220,58,2018,composite,office,China
Tianfu IFC 2,Chengdu (CN),220,58,2018,composite,office,China
Zhongshan International Finance Center Tower 1,Zhongshan (CN),220,55,2012,concrete,hotel / office,China
Zhongshan International Finance Center Tower 2,Zhongshan (CN),220,55,2012,concrete,office,China
Vanke One City Office Tower,Shenzhen (CN),220,51,2019,concrete,office / hotel / retail,China
Waldorf Astoria Chengdu,Chengdu (CN),220,51,2017,composite,hotel / residential,China
Aoyuan International Center,Guangzhou (CN),220,50,2018,concrete,office,China
Wanda East Port Tower 1,Dalian (CN),220,49,2012,composite,hotel / office,China
Fuzhou IFC,Fuzhou (CN),220,48,2015,composite,office,China
Zhongrong Jasper Tower,Shanghai (CN),220,48,2008,composite,office,China
Shuiwan 1979 Tower,Shenzhen (CN),220,47,2016,composite,residential / office,China
Kaisa Center Phase 3,Huizhou (CN),220,45,2017,concrete,office,China
Zhanjiang Fortune Meeting,Zhanjiang (CN),220,45,2017,composite,office,China
Dawangjing 626 Tower 1,Beijing (CN),220,44,2018,concrete,office,China
Golden Eagle International Shopping Center,Nanjing (CN),220,44,2016,composite,office / hotel / retail,China
Pauline's World City T1,Chongqing (CN),220,41,2018,concrete,office / retail,China
Science and Technology Park Headquarters C3,Nanning (CN),220,41,2019,,hotel,China
Huanglou Yingfu International,Zhongshan (CN),220,36,2018,,serviced apartments / SOHO / hotel,China
Tregunter Tower III,Hong Kong (CN),219.9,68,1993,concrete,residential,China
The Summit,Hong Kong (CN),219.8,69,2002,concrete,residential,China
Qingdao Parkson Plaza,Qingdao (CN),219.7,49,1998,,residential / office,China
C&D International Tower,Xiamen (CN),219.4,49,2013,composite,office,China
Kunming Iron and Steel Building,Kunming (CN),219.3,50,2014,composite,hotel / office,China
Oriental Hope Intertek Plaza 1,Chengdu (CN),219,45,2016,concrete,office,China
Oriental Hope Intertek Plaza 2,Chengdu (CN),219,45,2016,concrete,office,China
Shenyang Royal Wan Xin International Mansion Tower A,Shenyang (CN),219,45,2009,concrete,hotel,China
Sino Life Insurance Building,Shenzhen (CN),219,-,2016,composite,office,China
Ying Li International Plaza T1,Chongqing (CN),218.9,52,2015,concrete,office / retail,China
Grand Promenade Towers 2-3-5,Hong Kong (CN),218.9,66,2005,concrete,residential,China
Guangdong Development Bank Building,Wuhan (CN),218.5,51,2014,composite,office,China
China Resources Center 1,Hefei (CN),218.2,43,2016,concrete,office,China
Sorrento 3,Hong Kong (CN),218,64,2003,concrete,residential,China
Hung Cheung Plaza,Shenzhen (CN),218,63,2004,,residential / office,China
Shangmao Century Plaza,Nanjing (CN),218,56,2002,concrete,office,China
Furama Tower,Dalian (CN),218,55,2015,composite,residential,China
Fortune Tower,Shenzhen (CN),218,54,2008,concrete,office,China
Onelink Center,Guangzhou (CN),218,53,2010,concrete,residential / hotel,China
Shanghai Longemont Hotel,Shanghai (CN),218,53,2005,,hotel / office,China
Times Square Excellence,Shenzhen (CN),218,52,2006,concrete,office,China
Nanhu Mingdu Plaza,Nanning (CN),218,47,2013,concrete,office,China
New Century Grand Hotel,Hangzhou (CN),218,45,2005,,hotel,China
Westport International Mansion,Xi’an (CN),218,45,2008,,office,China
Shenzhen Energy Headquarters North Tower,Shenzhen (CN),218,43,2017,composite,office,China
Causeway Bay International Plaza,Nanchang (CN),218,42,2016,concrete,office,China
Chongqing Rural Commercial Bank Financial Building,Chongqing (CN),218,42,2016,concrete,office,China
Sheraton International Business Center 1,Chongqing (CN),218,42,2010,concrete,hotel,China
Sheraton International Business Center 2,Chongqing (CN),218,42,2010,concrete,hotel,China
Zhejiang Television Center,Hangzhou (CN),218,42,2016,concrete,office,China
China Resources Dachong Redevelopment Tower 2,Shenzhen (CN),218,-,2018,concrete,office,China
Shenyang New World Center Tower E,Shenyang (CN),217.8,55,2017,concrete,serviced apartments,China
Shaanxi Yanchang Petroleum Headquarters,Xi’an (CN),217.3,46,2018,composite,office,China
L'Arc New World Hotel,Macau (CN),217,56,2009,concrete,residential / hotel / casino,China
Lucheng Plaza Tower 1,Xiamen (CN),217,53,2018,composite,residential,China
The Exchange–SOHO,Shanghai (CN),217,52,2005,composite,office,China
New Urbanism City,Changsha (CN),217,49,2016,,office,China
Changchun HNA International Plaza,Changchun (CN),217,42,2015,,,China
Tiandu Plaza Tower 1,Suzhou (CN),217,-,2018,concrete,office,China
Nanjing Financial City Phase II Tower 3,Nanjing (CN),216.9,-,2020,composite,office,China
Qingxiu Wanda Mansion 1,Nanning (CN),216.4,60,2015,concrete,residential,China
Qingxiu Wanda Mansion 4,Nanning (CN),216.4,60,2015,concrete,residential,China
AVIC Center Office Tower,Shenzhen (CN),216.4,41,2013,concrete,office,China
LOHAS Park Malibu Tower 3,Hong Kong (CN),216,62,2019,concrete,residential,China
Genyuan Marriott Hotel,Yinchuan (CN),216,50,2017,composite,hotel / office,China
Jinzou Plaza,Dalian (CN),216,49,2000,,residential / office,China
Dawangjing 626 Tower 2,Beijing (CN),216,40,2018,concrete,office,China
International Chamber of Commerce Tower,Shenzhen (CN),216,55,2005,concrete,office,China
Riviera TwinStar Square 1,Shanghai (CN),215.8,49,2011,concrete,office,China
Riviera TwinStar Square 2,Shanghai (CN),215.8,49,2011,concrete,office,China
LOHAS Park Le Prestige Tower B,Hong Kong (CN),215,70,2011,concrete,residential,China
Tianjin Kerry Center R1,Tianjin (CN),215,59,2014,composite,residential,China
Tianjin Kerry Center R2,Tianjin (CN),215,59,2014,composite,residential,China
Tianjin Kerry Center R3,Tianjin (CN),215,59,2014,composite,residential,China
Jinshi International Plaza 1,Qingdao (CN),215,54,2016,composite,hotel,China
Yanlord Marina Center Tower 5,Zhuhai (CN),215,47,2018,steel/concrete,residential / retail / hotel,China
Shanghai Stock Exchange of Shanghai International Financial Center,Shanghai (CN),215,33,2019,steel/concrete,office,China
World Trade Center 1,Yiwu (CN),215,-,2016,composite,hotel / office,China
MT Tower Building,Hangzhou (CN),215,51,2016,,office / hotel,China
Chelsea Court 2,Hong Kong (CN),214.9,59,2005,concrete,residential,China
The Suzhou Modern Media Plaza 1,Suzhou (CN),214.8,45,2015,composite,office,China
Maike Centre Office Tower,Xi’an (CN),214.8,45,2017,composite,office,China
Four Seasons Tower,Tianjin (CN),214.6,48,2016,composite,residential / hotel,China
Changsha Yulin International Building C,Changsha (CN),214.6,44,2018,concrete,office,China
Sun Hung Kai Centre,Hong Kong (CN),214.5,56,1991,concrete,office,China
The Belcher's Tower 3,Hong Kong (CN),214.4,61,2000,concrete,residential,China
The Belcher's Tower 8,Hong Kong (CN),214.4,61,2001,concrete,residential,China
Golden Eagle International Plaza,Nanjing (CN),214,58,1998,,hotel / office,China
Dalian Tianan International Tower,Dalian (CN),214,52,2000,,office,China
Chancheng Greenland Center Phase 2 Office Tower 1,Foshan (CN),214,48,2017,composite,office,China
Portman Fortune Center Tower A,Xiamen (CN),213.8,48,2014,composite,office,China
Portman Fortune Center Tower B,Xiamen (CN),213.8,48,2014,composite,office,China
The Hermitage 6-8,Hong Kong (CN),213.7,56,2011,concrete,residential,China
Shangri-La Hotel,Hong Kong (CN),213.1,57,1991,,hotel,China
Victoria Towers I,Hong Kong (CN),213,62,2003,concrete,residential,China
Victoria Towers II,Hong Kong (CN),213,62,2003,concrete,residential,China
Victoria Towers III,Hong Kong (CN),213,62,2003,concrete,residential,China
Shining Heights,Hong Kong (CN),213,55,2009,concrete,residential,China
Shijiazhuang No. 2 Telecommunications Hub,Shijiazhuang (CN),213,43,2001,,office,China
Lerthai Center 2,Shijiazhuang (CN),212.8,46,2013,,office,China
Xiamen Financial Centre,Xiamen (CN),212.7,49,2013,composite,office,China
Bank of China Hubei Province Headquarters,Wuhan (CN),212.4,42,2019,composite,office,China
Sorrento 5,Hong Kong (CN),212.1,62,2003,concrete,residential,China
New World Trade Tower,Wuhan (CN),212,55,2003,,office,China
Tianhebei Tower,Guangzhou (CN),212,55,2015,concrete,office,China
Kanlong Taizi Hotel,Wuhan (CN),212,48,2018,composite,hotel / office,China
Cathay Landmark,Taipei (CN),212,46,2014,steel,office,China
World Finance Tower,Shanghai (CN),212,43,1997,,office,China
Yongwei Times Square,Xi’an (CN),212,43,2020,composite,office,China
Xinjinqiao Mansion,Shanghai (CN),212,38,1996,steel,office,China
TaiKoo Hui Tower 1,Guangzhou (CN),212,40,2011,composite,office,China
Poly Cultural Plaza,Wuhan (CN),211.8,46,2012,composite,office,China
Zhengda International Plaza 7,Luoyang (CN),211.8,50,2018,composite,office,China
Zhejiang International Building,Wuhan (CN),211.6,48,2014,composite,office,China
Wynn International Financial Center,Xi’an (CN),211.2,47,2017,composite,office,China
Jahoo Hong Kong City,Chongqing (CN),211,56,2008,concrete,hotel / office,China
Xindi Center Office Tower 1,Hefei (CN),211,50,2014,concrete,office,China
Vanke Times Square,Shenzhen (CN),211,47,2019,concrete,office,China
Pudong International Information Port,Shanghai (CN),211,41,2001,steel,office,China
